Instance,Heuristic,HeuristicObjVal,RefConfig,RefModelObjVal,RefLB,GapToModelRefConfig,GapToLBRefConfig
r_15_70_30_70_4.txt,lns,420.2579375555367,VI1+VI4,420.2579375555367,417.92322859508306,0.0,0.005586454163608402
r_15_70_30_70_4.txt,ils,420.2579375555367,VI1+VI4,420.2579375555367,417.92322859508306,0.0,0.005586454163608402
r_15_70_30_70_5.txt,lns,488.33503838154,VI1+VI4,488.33503838154,488.33503838154,0.0,0.0
r_15_70_30_70_5.txt,ils,488.33503838154,VI1+VI4,488.33503838154,488.33503838154,0.0,0.0
r_15_70_30_70_6.txt,lns,450.69965495646466,VI1+VI4,450.6996549564647,450.6996549564647,-1.2612261455203199e-16,-1.2612261455203199e-16
r_15_70_30_70_6.txt,ils,450.69965495646466,VI1+VI4,450.6996549564647,450.6996549564647,-1.2612261455203199e-16,-1.2612261455203199e-16
r_15_70_30_70_7.txt,lns,413.5235306439186,VI1+VI4,424.2479469129993,424.2479469129993,-0.025278652135186264,-0.025278652135186264
r_15_70_30_70_7.txt,ils,413.5235306439186,VI1+VI4,424.2479469129993,424.2479469129993,-0.025278652135186264,-0.025278652135186264
r_15_70_30_70_8.txt,lns,443.85951426477607,VI1+VI4,451.21252821532926,451.21252821532926,-0.016296120986791746,-0.016296120986791746
r_15_70_30_70_8.txt,ils,443.85951426477607,VI1+VI4,451.21252821532926,451.21252821532926,-0.016296120986791746,-0.016296120986791746
r_15_70_30_70_9.txt,lns,480.2571587627955,VI1+VI4,472.8706250811018,469.03560939026755,0.015620622829821164,0.023924727990515718
r_15_70_30_70_9.txt,ils,472.8706250811019,VI1+VI4,472.8706250811018,469.03560939026755,1.2020924084903524e-16,0.008176384935505713
r_25_70_30_1.txt,lns,787.4930276885206,VI1+VI4,801.4103816425408,554.1145617736503,-0.017366076448243298,0.42117367420891355
r_25_70_30_1.txt,ils,787.4930276885204,VI1+VI4,801.4103816425408,554.1145617736503,-0.01736607644824344,0.42117367420891333
r_25_70_30_70_1.txt,lns,720.7111072730768,VI1+VI4,739.695118327012,520.8589541918572,-0.02566464288269449,0.3836972590618161
r_25_70_30_70_1.txt,ils,730.7310920220789,VI1+VI4,739.695118327012,520.8589541918572,-0.012118541927392024,0.40293468345158917
r_25_70_30_70_2.txt,lns,714.1107958651178,VI1+VI4,761.6181034448126,582.0232952545142,-0.0623768098011568,0.2269453846393601
r_25_70_30_70_2.txt,ils,713.430654017282,VI1+VI4,761.6181034448126,582.0232952545142,-0.06326983196641192,0.2257768028087336
r_25_70_30_70_3.txt,lns,695.6068689241916,VI1+VI4,743.6886698644191,597.6183893285165,-0.06465313092505928,0.16396496718545575
r_25_70_30_70_3.txt,ils,695.6068710077868,VI1+VI4,743.6886698644191,597.6183893285165,-0.06465312812335575,0.1639649706719535
r_25_70_30_70_4.txt,lns,650.5450413992853,VI1+VI4,698.3487920491342,514.7820213837547,-0.0684525429042133,0.2637291404439382
r_25_70_30_70_4.txt,ils,650.5450413992853,VI1+VI4,698.3487920491342,514.7820213837547,-0.0684525429042133,0.2637291404439382
r_25_70_30_70_5.txt,lns,732.284186989176,VI1+VI4,767.2462023314398,634.988968673422,-0.04556818298484158,0.1532234780692597
r_25_70_30_70_5.txt,ils,739.3417168119915,VI1+VI4,767.2462023314398,634.988968673422,-0.036369662612411216,0.1643378913441229
r_25_70_30_70_6.txt,lns,751.128742136318,VI1+VI4,784.951591544458,696.0605267321574,-0.043089089534286674,0.07911411908773662
r_25_70_30_70_6.txt,ils,751.128742136318,VI1+VI4,784.951591544458,696.0605267321574,-0.043089089534286674,0.07911411908773662
r_25_70_30_70_7.txt,lns,739.6689507292434,VI1+VI4,747.9603125460892,675.6214076754507,-0.011085296475987643,0.09479797757468246
r_25_70_30_70_7.txt,ils,753.5465108062406,VI1+VI4,747.9603125460892,675.6214076754507,0.0074685757605717305,0.11533841622766182
r_25_70_30_70_8.txt,lns,728.6010770421437,VI1+VI4,772.4920004879481,587.3865228220192,-0.056817317743200486,0.24041163481531433
r_25_70_30_70_8.txt,ils,728.6010770421436,VI1+VI4,772.4920004879481,587.3865228220192,-0.05681731774320064,0.24041163481531413
r_25_70_30_70_9.txt,lns,765.8716770045302,VI1+VI4,754.8811277948349,658.8762314058572,0.01455931113525242,0.1623908110486467
r_25_70_30_70_9.txt,ils,764.5408591326492,VI1+VI4,754.8811277948349,658.8762314058572,0.012796360886690004,0.16037098121043658
r_25_70_30_70_10.txt,lns,737.8116890327383,VI1+VI4,737.143984929542,651.0237319079023,0.0009057987541744147,0.1333099745388599
r_25_70_30_70_10.txt,ils,736.0528155844429,VI1+VI4,737.143984929542,651.0237319079023,-0.001480266226690222,0.13060827049630402
r_25_70_30_70_6navi.txt,lns,696.3895031863917,VI1+VI4,719.6489409609289,472.93711174640447,-0.03232053359722795,0.4724780227435515
r_25_70_30_70_6navi.txt,ils,686.196794137283,VI1+VI4,719.6489409609289,472.93711174640447,-0.04648397978461302,0.45092608952462865
r_25_70_30_70_6navi_1.txt,lns,691.7807573720593,VI1+VI4,719.6489409609289,473.9989830096098,-0.03872469200282292,0.4594562059599065
r_25_70_30_70_6navi_1.txt,ils,683.1765620139928,VI1+VI4,719.6489409609289,473.9989830096098,-0.05068079291304939,0.44130385613114737
r_25_70_30_70_6navi_2.txt,lns,679.2424461208435,VI1+VI4,685.7118953240588,517.9890902873008,-0.009434646310398184,0.3113064712310913
r_25_70_30_70_6navi_2.txt,ils,679.2424460446416,VI1+VI4,685.7118953240588,517.9890902873008,-0.009434646421526341,0.3113064710839803
r_25_70_30_70_6navi_3.txt,lns,705.1294925147912,VI1+VI4,730.9465572876653,480.36982674288106,-0.03532004428432347,0.46788880828731405
r_25_70_30_70_6navi_3.txt,ils,673.1262800210657,VI1+VI4,730.9465572876653,480.36982674288106,-0.07910328968666908,0.40126677935864175
r_25_70_30_70_6navi_4.txt,lns,611.7810009844276,VI1+VI4,635.9284485435369,456.63357854465266,-0.03797195677346101,0.3397634990712878
r_25_70_30_70_6navi_4.txt,ils,611.3256673612577,VI1+VI4,635.9284485435369,456.63357854465266,-0.038687970696430964,0.3387663458951656
r_25_70_30_70_6navi_5.txt,lns,700.7746114853543,VI1+VI4,727.1478717633364,558.4099059563694,-0.036269459489755324,0.25494659749124937
r_25_70_30_70_6navi_5.txt,ils,700.7746453351706,VI1+VI4,727.1478717633364,558.4099059563694,-0.03626941293826611,0.2549466581094726
r_25_70_30_70_6navi_6.txt,lns,708.4820471729447,VI1+VI4,707.6332945827461,623.8248374744918,0.001199424329940664,0.13570669940168026
r_25_70_30_70_6navi_6.txt,ils,719.1025180533411,VI1+VI4,707.6332945827461,623.8248374744918,0.01620786296857019,0.15273146379450658
r_25_70_30_70_6navi_7.txt,lns,710.8724722904304,VI1+VI4,683.6063328282623,602.1552129384329,0.03988573269846811,0.1805469038812644
r_25_70_30_70_6navi_7.txt,ils,698.6235746767657,VI1+VI4,683.6063328282623,602.1552129384329,0.021967675147731545,0.16020514257043578
r_25_70_30_70_6navi_8.txt,lns,685.2133816257242,VI1+VI4,681.0414899542035,541.0707378773317,0.006125752590787456,0.26640258594260124
r_25_70_30_70_6navi_8.txt,ils,681.0414899542035,VI1+VI4,681.0414899542035,541.0707378773317,0.0,0.2586921492483394
r_25_70_30_70_6navi_9.txt,lns,724.7753275356177,VI1+VI4,720.3251110127577,606.0373289212263,0.006178066618562223,0.19592522266862744
r_25_70_30_70_6navi_9.txt,ils,716.5923131284195,VI1+VI4,720.3251110127577,606.0373289212263,-0.005182101563959062,0.18242273030274567
r_25_70_30_70_6navi_10.txt,lns,694.62519716729,VI1+VI4,710.0398946384897,588.6838218742365,-0.021709621653087468,0.17996311662814185
r_25_70_30_70_6navi_10.txt,ils,700.7492841351558,VI1+VI4,710.0398946384897,588.6838218742365,-0.013084631685469118,0.1903661322034095
r_50_70_30_70_1.txt,lns,820.7578190142071,VI1+VI4,933.7504636937467,506.1828907372205,-0.12100946566876257,0.6214649567053323
r_50_70_30_70_1.txt,ils,792.4033579421846,VI1+VI4,933.7504636937467,506.1828907372205,-0.1513756739594203,0.5654487191143576
r_50_70_30_70_10.txt,lns,851.9965933445219,VI1+VI4,976.7811377375942,592.2645980909234,-0.1277507719713921,0.43854047007166364
r_50_70_30_70_10.txt,ils,784.7670404935355,VI1+VI4,976.7811377375942,592.2645980909234,-0.1965784246088114,0.325027771410135
r_50_70_30_70_2.txt,lns,831.6287592111933,VI1+VI4,1033.503045596222,626.2548202361197,-0.19533013206416683,0.327939893377013
r_50_70_30_70_2.txt,ils,838.5904981209308,VI1+VI4,1033.503045596222,626.2548202361197,-0.1885940716922099,0.33905635697103803
r_50_70_30_70_3.txt,lns,812.4320682514315,VI1+VI4,928.0376402789926,546.5698807268808,-0.12456991722103757,0.4864193891748696
r_50_70_30_70_3.txt,ils,786.704537833814,VI1+VI4,928.0376402789926,546.5698807268808,-0.1522924246937766,0.4393484997519059
r_50_70_30_70_4.txt,lns,813.369036414148,VI1+VI4,1017.1784916448574,539.3107738960732,-0.2003674447550828,0.508163893219175
r_50_70_30_70_4.txt,ils,817.270256284711,VI1+VI4,1017.1784916448574,539.3107738960732,-0.19653211014802247,0.5153976071729681
r_50_70_30_70_5.txt,lns,730.1551286579199,VI1+VI4,992.7946021786537,530.0169337088549,-0.26454563002697684,0.3776071710550355
r_50_70_30_70_5.txt,ils,739.5068184805141,VI1+VI4,992.7946021786537,530.0169337088549,-0.2551260685163963,0.39525130509647943
r_50_70_30_70_6.txt,lns,801.480282021784,VI1+VI4,911.3246932365255,563.5991993690526,-0.12053268393796553,0.4220749123118671
r_50_70_30_70_6.txt,ils,813.000637172713,VI1+VI4,911.3246932365255,563.5991993690526,-0.10789135507194406,0.44251559988528105
r_50_70_30_70_7.txt,lns,870.9469243199176,VI1+VI4,1016.4070193328504,567.2426711436003,-0.14311205279594583,0.5354044549646249
r_50_70_30_70_7.txt,ils,823.1169609346592,VI1+VI4,1016.4070193328504,567.2426711436003,-0.19016993657232212,0.4510843468020463
r_50_70_30_70_8.txt,lns,869.8946871828027,VI1+VI4,1066.2873209303336,612.197289774687,-0.18418359657149325,0.4209384812908249
r_50_70_30_70_8.txt,ils,891.8648272534532,VI1+VI4,1066.2873209303336,612.197289774687,-0.16357926259940628,0.4568258340080124
r_50_70_30_70_9.txt,lns,770.9251069464128,VI1+VI4,911.0742210338371,560.2522237206683,-0.15382842676460626,0.37603221246790125
r_50_70_30_70_9.txt,ils,726.7872532697113,VI1+VI4,911.0742210338371,560.2522237206683,-0.20227437404057716,0.29725010004078867
